"Procedure","RunNumberFilterValue","reactiveBlockList","Running","reactiveBlockList.Cycle","reactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","ID","ITI","ms","TRs","Stim","TrialType","LWPC","Correct","Color","MiInConRea1","REA1SamplingList","CustomCaptureFilename","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","AudioRecordSoundIn1.Filename","AudioRecord.OnsetDelay","AudioRecord.OnsetTime","AudioRecord.DurationError","AudioRecord.Duration","AudioRecord.StartTime","AudioRecord.OffsetTime","AudioRecord.FinishTime","AudioRecord.OffsetDelay","Stimuli.OnsetDelay","Stimuli.OnsetTime","Stimuli.DurationError","Stimuli.Duration","Stimuli.StartTime","Stimuli.OffsetTime","Stimuli.FinishTime","Stimuli.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","McConRea1","MiConRea1","PC50InConRea1","PC50ConRea1","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","InstHalfway.OnsetDelay","InstHalfway.OnsetTime","InstHalfway.StartTime","scanstart.RTTime"
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-79.wav","2100","18","489194","2","300","489186","489196","489196","20","1",489477,"1","300","489197","489478","489479","2","132017_reactive_StroopRea_run1_AudioRecord-79.wav","1","489777","3","100","489479","489780","489780","4","1","489877","2","2000","489780","489879","489879","3","0","491876","0","2100","489880","493976","493976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-80.wav","3300","17","493993","2","300","493982","493995","493996","19","0",494276,"2","300","493996","494278","494278","2","132017_reactive_StroopRea_run1_AudioRecord-80.wav","0","494576","3","100","494278","494579","494579","3","0","494676","2","2000","494579","494678","494679","2","0","496676","0","3300","494679","499976","499976","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"FixationGetReadyPROC","reactive1","7","reactiveBlockList","2","83","16","499992","2","28400","499983","499994","499995","18","11","528387","2","1600","499995","528389","0","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","GREEN","InCon","PC50","black","black",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-81.wav","900","11","529987","2","300","528391","529989","529990","13","11",530287,"2","300","529990","530289","530289","13","132017_reactive_StroopRea_run1_AudioRecord-81.wav","11","530587","3","100","530289","530590","530590","14","11","530687","2","2000","530591","530689","530690","13","11","532687","-11","900","530690","533576","533576","0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-82.wav","2100","27","533603","2","300","533586","533605","533606","29","11",533887,"1","300","533606","533888","533888","12","132017_reactive_StroopRea_run1_AudioRecord-82.wav","10","534186","3","100","533889","534189","534190","13","10","534286","3","2000","534190","534289","534289","13","10","536286","-10","2100","534289","538376","538376","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","white","white","1","1","132017_reactive_StroopRea_run1_AudioRecord-83.wav","3300","26","538402","3","300","538383","538405","538405","29","10",538686,"1","300","538405","538687","538688","11","132017_reactive_StroopRea_run1_AudioRecord-83.wav","10","538986","3","100","538688","538989","538989","13","10","539086","2","2000","538989","539088","539088","12","9","541085","-9","3300","539089","544376","544376","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","InCon","MI","purple","purple","6","1","132017_reactive_StroopRea_run1_AudioRecord-84.wav","2100","26","544402","2","300","544383","544404","544404","28","9",544685,"1","300","544404","544686","544687","10","132017_reactive_StroopRea_run1_AudioRecord-84.wav","9","544985","3","100","544687","544988","544988","12","9","545085","2","2000","544988","545087","545087","11","8","547084","-8","2100","545088","549176","549176","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","Con","MI","white","white",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-85.wav","900","25","549201","2","300","549182","549203","549203","27","8",549484,"2","300","549203","549486","549486","10","132017_reactive_StroopRea_run1_AudioRecord-85.wav","8","549784","3","100","549486","549787","549787","11","8","549884","2","2000","549788","549886","549886","10","8","551884","-8","900","549887","552776","552776","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-86.wav","2100","24","552800","2","300","552783","552802","552803","26","7",553083,"2","300","552803","553085","553085","9","132017_reactive_StroopRea_run1_AudioRecord-86.wav","7","553383","3","100","553086","553386","553387","10","7","553483","3","2000","553387","553486","553486","10","7","555483","-7","2100","553486","557576","557576","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","YELLOW","Con","PC50","yellow","yellow",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-87.wav","3300","23","557599","3","300","557582","557602","557602","26","7",557883,"1","300","557602","557884","557885","8","132017_reactive_StroopRea_run1_AudioRecord-87.wav","7","558183","3","100","557885","558186","558186","10","7","558283","2","2000","558186","558285","558285","9","6","560282","-6","3300","558285","563576","563576","0",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","InCon","PC50","pink","255,105,180",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-88.wav","2100","22","563598","3","300","563582","563601","563601","25","6",563882,"1","300","563601","563883","563884","7","132017_reactive_StroopRea_run1_AudioRecord-88.wav","6","564182","3","100","563884","564185","564185","9","6","564282","2","2000","564185","564284","564284","8","5","566281","-5","2100","564285","568376","568376","0",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","Con","MI","purple","purple",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-89.wav","3300","22","568398","2","300","568382","568400","568400","24","5",568681,"2","300","568400","568683","568683","7","132017_reactive_StroopRea_run1_AudioRecord-89.wav","5","568981","3","100","568683","568984","568984","8","5","569081","2","2000","568985","569083","569084","7","5","571081","-5","3300","569084","574376","574376","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","8","reactiveBlockList","2","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","purple","purple","4","1","132017_reactive_StroopRea_run1_AudioRecord-90.wav","900","21","574397","2","300","574383","574399","574399","23","4",574680,"2","300","574399","574682","574682","6","132017_reactive_StroopRea_run1_AudioRecord-90.wav","4","574980","3","100","574682","574983","574983","7","4","575080","2","2000","574984","575082","575082","6","4","577080","-4","900","575083","577976","577976","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
